iter	MultiClass
535	0.8011983837
536	0.8008805409
537	0.8006606229
538	0.8003593603
539	0.8001925861
540	0.7997911406
541	0.7990637608
542	0.7987833761
543	0.7984484737
544	0.7980983205
545	0.7978235176
546	0.7975482374
547	0.7974457876
548	0.7970421402
549	0.7969595485
550	0.7967462967
551	0.7965625232
552	0.7964285077
553	0.7961227264
554	0.7960125354
555	0.7958792454
556	0.7957868162
557	0.7952139082
558	0.7950314808
559	0.7948757097
560	0.7945632334
561	0.7942682019
562	0.7939291949
563	0.7935739605
564	0.7934286452
565	0.7932869156
566	0.7932057028
567	0.7928319739
568	0.7927624965
569	0.792519054
570	0.7922048969
571	0.7920284525
572	0.7917894552
573	0.7914629793
574	0.7911169208
575	0.7909196443
576	0.7906274123
577	0.790371874
578	0.7902417364
579	0.7900026276
580	0.7899270005
581	0.7895007165
582	0.7892258609
583	0.7890634805
584	0.7887527908
585	0.7884599453
586	0.7879395047
587	0.7876155108
588	0.7873046523
589	0.7872226016
590	0.7866452291
591	0.7862582356
592	0.7861983032
593	0.7860832719
594	0.7858706994
595	0.7856914918
596	0.7855032804
597	0.7851428718
598	0.7849941341
599	0.7847484411
600	0.7846577717
601	0.7844997215
602	0.7843592673
603	0.7841509381
604	0.7839199114
605	0.7837534211
606	0.7834380388
607	0.782936578
608	0.7826520171
609	0.7821954921
610	0.7818444988
611	0.7815608754
612	0.781174794
613	0.7808367876
614	0.7805850492
615	0.7802666718
616	0.7799673082
617	0.779879327
618	0.7797489827
619	0.7794564332
620	0.7792646655
621	0.7789033607
622	0.7788339413
623	0.7786012071
624	0.7784026811
625	0.7780802168
626	0.7778851689
627	0.7775205648
628	0.7770081236
629	0.7767219884
630	0.7766074664
631	0.7764700657
632	0.7764066087
633	0.7762320857
634	0.775808578
635	0.7754139148
636	0.7750818466
637	0.7747926099
638	0.7745062663
639	0.7742541351
640	0.7738568689
641	0.7734332751
642	0.7730991021
643	0.7727033067
644	0.7726493703
645	0.772367461
646	0.7720644702
647	0.7715520836
648	0.7711564495
649	0.7707607385
650	0.7704670317
651	0.7702866347
652	0.7697828807
653	0.7695940768
654	0.7692710523
655	0.769111917
656	0.7686798978
657	0.7682071827
658	0.7679426455
659	0.7676742534
660	0.7675262918
661	0.7671187178
662	0.7668278589
663	0.7666663305
664	0.7663972925
665	0.7661431076
666	0.7658014614
667	0.7654883532
668	0.7648774622
669	0.7644410672
670	0.764257013
671	0.7638679815
672	0.7635562614
673	0.763287337
674	0.7630442762
675	0.7628926891
676	0.7626976564
677	0.7625134775
678	0.7623659258
679	0.7621898451
680	0.7620430939
681	0.7618770913
682	0.7616820574
683	0.7613597278
684	0.7612158964
685	0.7608698962
686	0.7606171761
687	0.760369553
688	0.7601990382
689	0.7599611581
690	0.7595813192
691	0.7592209362
692	0.7590937992
693	0.7588209376
694	0.7586247512
695	0.7580416647
696	0.7577213141
697	0.7575374054
698	0.7573145152
699	0.7571395034
700	0.756876232
701	0.7567757128
702	0.7565740658
703	0.7564386545
704	0.7563072792
705	0.755897361
706	0.7555527879
707	0.7554410427
708	0.7550793822
709	0.7549105849
710	0.7547027661
711	0.7544081036
712	0.7541755573
713	0.754047418
714	0.7537166882
715	0.75342671
716	0.7529774367
717	0.7528174001
718	0.7526649855
719	0.7525363239
720	0.752267826
721	0.7520158586
722	0.7517651946
723	0.7516474753
724	0.7512871006
725	0.7509524844
726	0.7506566533
727	0.7504976815
728	0.7502626478
729	0.7499671394
730	0.7498044406
731	0.749523512
732	0.7491497847
733	0.7490179175
734	0.7487433756
735	0.7483408688
736	0.7480941045
737	0.7479217301
738	0.747798428
739	0.7474847716
740	0.7470345962
741	0.7469712257
742	0.746727577
743	0.7464908426
744	0.7461575856
745	0.7459213156
746	0.7457751202
747	0.7455797069
748	0.7451528891
749	0.7449547272
750	0.7446582855
751	0.7443037779
752	0.744088074
753	0.7438453963
754	0.7435862022
755	0.743261906
756	0.7428551193
757	0.7424058734
758	0.7422818659
759	0.7420675109
760	0.7418857527
761	0.7415323182
762	0.7413487359
763	0.7411253129
764	0.7408212496
765	0.7405743349
766	0.7403715487
767	0.7402233388
768	0.7400533152
769	0.7397653881
770	0.7395806193
771	0.7390498691
772	0.7386611523
773	0.7382693304
774	0.7380926263
775	0.737686552
776	0.7375079738
777	0.7371753819
778	0.7369508306
779	0.7366732122
780	0.7365458292
781	0.7361898698
782	0.7360516187
783	0.735976686
784	0.7358937136
785	0.7354080223
786	0.7351339288
787	0.734726368
788	0.7344457095
789	0.7341962767
790	0.7339837493
791	0.7337307516
792	0.7336235597
793	0.7332173535
794	0.732939639
795	0.7327232646
796	0.7325260331
797	0.7321730788
798	0.7318049487
799	0.7314270562
800	0.7312080109
801	0.7310878585
802	0.7308417548
803	0.7307746572
804	0.7304099293
805	0.7301950122
806	0.7298715665
807	0.72954196
808	0.7293057726
809	0.7291300963
810	0.7287097275
811	0.7283558978
812	0.7278555953
813	0.7274476491
814	0.7272261594
815	0.7271365555
816	0.7268944718
817	0.7266561348
818	0.726513648
819	0.7263512203
820	0.7260789669
821	0.7258241373
822	0.7256493008
823	0.7253692673
824	0.7251232187
825	0.7248350507
826	0.7246130032
827	0.724180519
828	0.7240141914
829	0.7237637128
830	0.7234884103
831	0.7231588005
832	0.7228772592
833	0.7225305312
834	0.7223949731
835	0.7221605421
836	0.721937844
837	0.7216535231
838	0.7215734231
839	0.7213908709
840	0.7211857448
841	0.7209563223
842	0.7207722673
843	0.7205419532
844	0.7203745342
845	0.719960331
846	0.7198606608
847	0.7197607903
848	0.7196296328
849	0.7194455817
850	0.7192595382
851	0.7190586601
852	0.718789148
853	0.718487296
854	0.7183867422
855	0.7182989981
856	0.7181092624
857	0.7178502329
858	0.7174779166
859	0.717307896
860	0.7172460338
861	0.7169988702
862	0.7166840569
863	0.7162519418
864	0.7161204189
865	0.7158540151
866	0.7155778673
867	0.7154903875
868	0.715079131
869	0.7148385967
870	0.7146806619
871	0.7145049963
872	0.7143175267
873	0.7140086954
874	0.7138311045
875	0.7136542012
876	0.713363548
877	0.7132729905
878	0.7130587616
879	0.712834872
880	0.7125341959
881	0.7123313045
882	0.7121348257
883	0.7119986127
884	0.7115655073
885	0.7114439817
886	0.7112317549
887	0.7109820797
888	0.7107099513
889	0.7106740139
890	0.7104884817
891	0.7104310901
892	0.7101685395
893	0.709910127
894	0.7097811378
895	0.7094650004
896	0.7092373456
897	0.7090190694
898	0.7088390104
899	0.7084311868
900	0.7083276765
901	0.7080112855
902	0.7078446866
903	0.7073963799
904	0.7070614928
905	0.7068820108
906	0.7067234251
907	0.7064396165
908	0.7062967523
909	0.7060804497
910	0.7059301094
911	0.7056693394
912	0.7055075504
913	0.7053176864
914	0.7050104529
915	0.7045537918
916	0.7041533613
917	0.7039883159
918	0.703679388
919	0.7035267877
920	0.7032881904
921	0.7031688253
922	0.7029455193
923	0.7027716192
924	0.70261206
925	0.7024924978
926	0.7022547629
927	0.7019398761
928	0.7018282621
929	0.7015353502
930	0.7013724212
931	0.7011207509
932	0.7008430609
933	0.7006044434
934	0.7003615351
935	0.7001433901
936	0.6998447176
937	0.6995007834
938	0.6991782541
939	0.6988204089
940	0.6986061143
941	0.6983220049
942	0.6980307624
943	0.6979014835
944	0.6976054904
945	0.6974105149
946	0.6972756801
947	0.6970551263
948	0.6968375966
949	0.6966166914
950	0.6962950558
951	0.6958681755
952	0.6955460363
953	0.6954045284
954	0.6951044986
955	0.6949973351
956	0.6949078056
957	0.6946303489
958	0.694495805
959	0.6944243612
960	0.6941717571
961	0.6939767048
962	0.6938098268
963	0.6935673494
964	0.6934142563
965	0.6931696477
966	0.6927708324
967	0.6926113433
968	0.6923570057
969	0.692245659
970	0.6917990306
971	0.6916271242
972	0.6912436631
973	0.6910474817
974	0.6910254454
975	0.6906639369
976	0.6905227951
977	0.6903343772
978	0.6901507857
979	0.6898640137
980	0.689671794
981	0.689359561
982	0.6890069553
983	0.6888175565
984	0.6887105254
985	0.6886145319
986	0.6883280091
987	0.6880436933
988	0.6878349365
989	0.6876614114
990	0.6872738866
991	0.6868183757
992	0.6867506893
993	0.68654687
994	0.6864478201
995	0.6863366695
996	0.6860575937
997	0.6856950993
998	0.6855220418
999	0.6852793513
1000	0.6851071096
1001	0.684798961
1002	0.6845311545
1003	0.6843003444
1004	0.6840224829
1005	0.6837978585
1006	0.6836770005
1007	0.6834276531
1008	0.6831072284
1009	0.6830071688
1010	0.6827934244
1011	0.6826362971
1012	0.6823710735
1013	0.6821615234
1014	0.682043855
1015	0.6819346343
1016	0.6817434871
1017	0.6814424762
1018	0.6813003377
1019	0.681150398
1020	0.6810727701
1021	0.6809249642
1022	0.6807943011
1023	0.6805698149
1024	0.6803714275
1025	0.6802152673
1026	0.6799741983
1027	0.6797069552
1028	0.6794552587
1029	0.6792261897
1030	0.6789997249
1031	0.6789127708
1032	0.6786438442
1033	0.678537421
1034	0.6783171809
1035	0.6780939731
1036	0.677928165
1037	0.6778536589
1038	0.6777574998
1039	0.6773468777
1040	0.6772504162
1041	0.6769347608
1042	0.6768681197
1043	0.6767221496
1044	0.6763870382
1045	0.6763596963
1046	0.6761989821
1047	0.6760378277
1048	0.6758555533
1049	0.6756794227
1050	0.6755234142
1051	0.675272703
1052	0.674933487
1053	0.674744759
1054	0.6744153546
1055	0.6741003833
1056	0.6738723114
1057	0.6736377365
1058	0.6735081961
1059	0.6732019425
1060	0.6728922651
1061	0.6727474809
1062	0.6723724992
1063	0.6721103799
1064	0.6719441414
1065	0.671761641
1066	0.6713305043
1067	0.6709713914
1068	0.6707156556
1069	0.670571396
1070	0.6704603362
1071	0.6702643601
1072	0.6701116827
1073	0.6698287467
1074	0.6697329641
1075	0.6696086514
1076	0.6691550024
1077	0.6688863445
1078	0.6686276975
1079	0.6684466161
1080	0.668256094
1081	0.6681066795
1082	0.6678297447
1083	0.6677114353
1084	0.6674772867
1085	0.6672226191
1086	0.6669587867
1087	0.66675163
1088	0.6664295079
1089	0.6662194925
1090	0.6659944356
1091	0.6657361867
1092	0.6655304278
1093	0.6653727628
1094	0.665122054
1095	0.6648633166
1096	0.6645970587
1097	0.6643707153
1098	0.6641392121
1099	0.663977912
1100	0.6638385652
1101	0.6636088253
1102	0.66342332
1103	0.663205389
1104	0.6629931467
1105	0.6628241552
1106	0.6626742874
1107	0.6624328965
1108	0.6621595588
1109	0.6619781061
1110	0.6616165962
1111	0.6612822584
1112	0.6612300886
1113	0.6609511276
1114	0.6607722579
1115	0.6606519978
1116	0.6605507939
1117	0.6603959773
1118	0.6601776245
1119	0.6600065572
1120	0.6597837613
1121	0.6595690499
1122	0.6593641924
1123	0.6593164519
1124	0.6591623791
1125	0.6589615171
1126	0.6587954115
1127	0.658636582
1128	0.658452502
1129	0.6581707373
1130	0.6579756765
1131	0.6576509211
1132	0.6574693324
1133	0.6569993449
1134	0.6567925925
1135	0.6565047898
1136	0.6562446597
1137	0.6560226078
1138	0.6557253172
1139	0.6555942716
1140	0.6555209089
1141	0.6553811223
1142	0.6550974085
1143	0.654965873
1144	0.6547184691
1145	0.6546322445
1146	0.6542745986
1147	0.6541628069
1148	0.6540833815
1149	0.6538929851
1150	0.6537743862
1151	0.6536225023
1152	0.653269005
1153	0.6530921789
1154	0.6530074371
1155	0.6527915887
1156	0.6526557423
1157	0.6523861583
1158	0.6521269913
1159	0.6519532163
1160	0.6517931935
1161	0.6515742079
1162	0.6513248341
1163	0.6512694394
1164	0.6511544677
1165	0.6507847099
1166	0.6505312188
1167	0.6502188472
1168	0.6500236297
1169	0.6498431529
1170	0.6496471044
1171	0.6493995027
1172	0.6490967495
1173	0.64889397
1174	0.6487185316
1175	0.6484960076
1176	0.6484111862
1177	0.6481316532
1178	0.6479130925
1179	0.6475711034
1180	0.6473194093
1181	0.6471109341
1182	0.6467762962
1183	0.6466437868
1184	0.6464079089
1185	0.6462771217
1186	0.6461757008
1187	0.6459748181
1188	0.6457773605
1189	0.64564332
1190	0.6454497578
1191	0.6453413585
1192	0.6450664197
1193	0.6449116024
1194	0.6447141925
1195	0.6445543356
1196	0.6444024212
1197	0.6442239553
1198	0.6440006322
1199	0.6437300955
1200	0.6436358545
1201	0.643386424
1202	0.6432026722
1203	0.6430110249
1204	0.6429419561
1205	0.6428081934
1206	0.6425213997
1207	0.6423097131
1208	0.6420476076
1209	0.6419069217
1210	0.6416044759
1211	0.6412394424
1212	0.6411469673
1213	0.6409012976
1214	0.640520529
1215	0.6400486739
1216	0.6398681062
1217	0.6395980087
1218	0.639303217
1219	0.6392004877
1220	0.6389930581
1221	0.6387436183
1222	0.6386089365
1223	0.6384940839
1224	0.6383667688
1225	0.6382604431
1226	0.6380127153
1227	0.6375372641
1228	0.6373260734
1229	0.6372181495
1230	0.6369189663
1231	0.636646802
1232	0.6363360911
1233	0.6362626784
1234	0.6359741013
1235	0.6357979379
1236	0.6357240351
1237	0.635636126
1238	0.6354708608
1239	0.6354314815
1240	0.6353575407
1241	0.6352234787
1242	0.6350418099
1243	0.6347011836
1244	0.6345305633
1245	0.6343437733
1246	0.6341912324
1247	0.633958218
1248	0.6338415624
1249	0.6334976051
1250	0.6332574336
1251	0.6329168965
1252	0.6327719824
1253	0.6326203315
1254	0.6323633055
1255	0.6321477905
1256	0.6318840259
1257	0.6316025244
1258	0.6314719477
1259	0.6312744372
1260	0.630968621
1261	0.6306496076
1262	0.6301825993
1263	0.6298913597
1264	0.6297800704
1265	0.6296637119
1266	0.6293952506
1267	0.6292260602
1268	0.6290138567
1269	0.6288874534
1270	0.6286247773
1271	0.6284793457
1272	0.6284398667
1273	0.6282291044
1274	0.6280324722
1275	0.6277528474
1276	0.6275310144
1277	0.6273900638
1278	0.6272426622
1279	0.6269095152
1280	0.6267820895
1281	0.6265899736
1282	0.6265088915
1283	0.6264132456
1284	0.6261968879
1285	0.6259761748
1286	0.625903547
1287	0.6257648549
1288	0.6256792496
1289	0.6254298896
1290	0.6252250659
1291	0.6250972799
1292	0.6249367497
1293	0.624772577
1294	0.6245575072
1295	0.6244364275
1296	0.6242930281
1297	0.6239907577
1298	0.6237560731
1299	0.6236733817
1300	0.6233886669
1301	0.6232383938
1302	0.6229427495
1303	0.6226286116
1304	0.6222890691
1305	0.6221010782
1306	0.621833597
1307	0.6214961615
1308	0.6213787821
1309	0.6211505024
1310	0.6210912774
1311	0.620895066
1312	0.6207036625
1313	0.6203622159
1314	0.6202673577
1315	0.6200623539
1316	0.6199028484
1317	0.6196936813
1318	0.6193770259
1319	0.6190197939
1320	0.6189009208
1321	0.618735698
1322	0.6185328381
1323	0.6183987758
1324	0.6181700742
1325	0.6180678405
1326	0.617900848
1327	0.6178051811
1328	0.6176102391
1329	0.6173351155
1330	0.6170994307
1331	0.6170455148
1332	0.6169451742
1333	0.6167953801
1334	0.6165295236
1335	0.6162973672
1336	0.6161895466
1337	0.6158841274
1338	0.615589996
1339	0.6154254577
1340	0.615278363
1341	0.6151084749
1342	0.6147578714
1343	0.6145143403
1344	0.614414747
1345	0.6143027327
1346	0.6141127042
1347	0.6139869707
1348	0.6138463238
1349	0.6135753143
1350	0.6133746873
1351	0.6132164171
1352	0.613015015
1353	0.6128972746
1354	0.6127794979
1355	0.6126991743
1356	0.612531158
1357	0.6124347116
1358	0.6122827647
1359	0.612055063
1360	0.6118229116
1361	0.6114528401
1362	0.6112901693
1363	0.6111262143
1364	0.6109999929
1365	0.6108729342
1366	0.6106044304
1367	0.6102467444
1368	0.6100974055
1369	0.6098574649
1370	0.6095827905
1371	0.609436402
1372	0.6093191242
1373	0.6091135547
1374	0.6088375041
1375	0.6086649127
1376	0.6085867758
1377	0.6083987346
1378	0.6082138988
1379	0.6079182761
1380	0.6075154951
1381	0.6073282609
1382	0.6072182832
1383	0.6068001172
1384	0.6066785918
1385	0.6064229944
1386	0.6062503378
1387	0.6060892844
1388	0.605902988
1389	0.6055293352
1390	0.6054705165
1391	0.6052436998
1392	0.6050985415
1393	0.6048139006
1394	0.6046379091
1395	0.6045603756
1396	0.6044456637
1397	0.6043028739
1398	0.604020628
1399	0.6038401574
1400	0.6036584656
1401	0.6034602891
1402	0.6033065022
1403	0.6032382601
1404	0.6030831218
1405	0.6028291181
1406	0.6026452267
1407	0.6024762264
1408	0.6021825648
1409	0.6018985279
1410	0.6017580441
1411	0.6014908958
1412	0.6013457768
1413	0.6011924019
1414	0.601065703
1415	0.6009751388
1416	0.6006818042
1417	0.6004777015
1418	0.6003473619
1419	0.6000279763
1420	0.5999775566
1421	0.5998871818
1422	0.5995739329
1423	0.5993750817
1424	0.5991842163
1425	0.599037834
1426	0.5988443107
1427	0.5987343934
1428	0.5983349671
1429	0.5981400994
1430	0.5980475365
1431	0.5978887574
1432	0.5977014731
1433	0.5976841833
1434	0.5975749821
1435	0.5974341253
1436	0.5972247727
1437	0.5970817782
1438	0.5969174578
1439	0.5967346152
1440	0.5966187149
1441	0.5963414633
1442	0.5962279462
1443	0.5960181029
1444	0.5958243672
1445	0.5958045641
1446	0.5956265373
1447	0.5953725683
1448	0.5951550202
1449	0.5949720026
1450	0.5947687293
1451	0.5944607567
1452	0.5941742437
1453	0.5940283193
1454	0.5937203484
1455	0.5934999995
1456	0.5932788194
1457	0.5930437349
1458	0.5928665808
1459	0.5926682372
1460	0.5924989698
1461	0.5923067468
1462	0.5922296749
1463	0.5920294853
1464	0.5919870312
1465	0.5916877122
1466	0.5915180189
1467	0.5913344023
1468	0.5910972967
1469	0.5909569847
1470	0.5908070216
1471	0.5905039382
1472	0.5903264993
1473	0.5901797482
1474	0.5900931086
1475	0.5898084137
1476	0.5896769686
1477	0.5895003734
1478	0.5893716442
1479	0.5891816717
1480	0.5890694936
1481	0.5888781285
1482	0.58860634
1483	0.5884860485
1484	0.5882698894
1485	0.588072825
1486	0.5878488014
1487	0.5876182051
1488	0.5874463228
1489	0.5871940134
1490	0.5870793033
1491	0.5870368688
1492	0.5868978897
1493	0.5867122131
1494	0.5865679009
1495	0.5864478895
1496	0.5862319029
1497	0.5860207329
1498	0.5857924389
1499	0.5855556792
1500	0.5853740737
1501	0.5852442966
1502	0.5849854728
1503	0.5849360249
1504	0.5846407234
1505	0.5845026961
1506	0.5841755411
1507	0.5841261295
1508	0.583873682
1509	0.5837668008
1510	0.5836249757
1511	0.5833474536
1512	0.5832667035
